year,month,country,region,student_ai_usage_pct,teacher_ai_usage_pct,schools_ai_adoption_pct,avg_daily_ai_usage_min,top_ai_tool,internet_penetration_pct,education_index,government_ai_policy,urban_ai_usage_pct,rural_ai_usage_pct,ai_in_curriculum,gender_gap_ai_usage_pct,policy_id,policy_name,policy_type,policy_domain,policy_status,policy_year,policy_restrictiveness_score,policy_maturity_score,ethical_alignment_score,implementation_strength,regulatory_risk_level,ai_investment_index,ai_research_output,policy_sentiment,amendment_count,compliance_score,alert_flag,policy_version,country_code,continent,policy_source,publishing_authority,publication_date,effective_date,review_date,volatility_score,enforcement_strength,expert_review_score,comment_count,discussion_status,last_updated,alert_date
2023,2,Australia,Oceania,59,47,41,31,Google Gemini,73,0.914,Yes,68,37,No,1,AIP-03725,AI Framework 25,Strategy,Transparency,Draft,2019,7,40,32,Strong,Low,38,2413,Neutral,5,28,Amendment,v1.1,AUS,North America,Regulatory Authority,AI Commission,2019-08-17,2019-09-12,2021-05-21,54,Medium,79,21,Under Review,2020-08-15,2019-12-09
2016,8,United States,North America,57,55,46,33,Khanmigo,71,0.934,Yes,63,35,No,7,AIP-03726,AI Framework 1,Legislation,Data Privacy,Active,2026,1,75,77,Weak,Medium,50,4145,Neutral,6,75,Amendment,v3.3,UNI,Europe,Regulatory Authority,Ministry of Technology,2026-09-11,2027-02-06,2029-01-11,97,Low,52,24,Under Review,2028-03-13,2026-10-13
2025,3,Australia,Oceania,100,95,82,115,Google Gemini,93,0.472,Yes,100,61,No,10,AIP-03727,AI Framework 2,Strategy,Data Privacy,Active,2021,7,43,49,Moderate,Low,45,2485,Neutral,2,33,No Alert,v3.6,AUS,Asia,Regulatory Authority,Data Protection Authority,2021-03-26,2021-07-23,2023-01-31,14,High,92,25,Closed,2021-10-13,2021-04-15
2017,5,United Kingdom,Europe,50,32,31,65,Microsoft Copilot,97,0.733,Yes,50,38,Yes,10,AIP-03728,AI Framework 3,Strategy,Transparency,Active,2023,2,58,52,Weak,Low,52,3161,Supportive,3,52,Amendment,v3.9,UNI,Europe,AI Ethics Board,Digital Affairs Agency,2023-05-30,2023-09-22,2025-01-18,38,Medium,99,32,Closed,2023-07-03,2023-07-20
2022,5,Nigeria,Africa,72,51,56,107,Google Gemini,96,0.824,No,80,67,No,4,AIP-03729,AI Framework 4,Strategy,Ethics,Active,2021,3,52,46,Moderate,Medium,97,2591,Neutral,7,57,No Alert,v2.0,NIG,Africa,Regulatory Authority,Ministry of Technology,2021-08-11,2021-10-18,2023-09-03,28,Medium,54,25,Closed,2022-06-23,2021-08-12
2025,12,United Kingdom,Europe,61,42,37,66,Google Gemini,99,0.483,No,71,55,No,2,AIP-03730,AI Framework 5,Legislation,Ethics,Active,2020,9,63,54,Weak,Medium,25,2438,Restrictive,7,54,No Alert,v3.3,UNI,Europe,Legal Database,Ministry of Technology,2020-11-29,2021-03-16,2023-02-02,54,Medium,92,31,Closed,2022-03-31,2021-02-05
2024,3,Pakistan,Asia,83,51,69,118,Microsoft Copilot,50,0.721,No,94,78,No,10,AIP-03731,AI Framework 6,Legislation,Transparency,Draft,2022,10,65,75,Moderate,Low,28,4766,Restrictive,0,61,No Alert,v1.2,PAK,Africa,Regulatory Authority,Data Protection Authority,2022-07-19,2022-08-31,2024-03-20,75,High,59,8,Closed,2023-09-21,2022-07-30
2021,10,Germany,Europe,67,42,46,47,ChatGPT,95,0.575,No,78,48,Yes,10,AIP-03732,AI Framework 7,Regulation,Transparency,Repealed,2024,5,70,78,Weak,Medium,43,4643,Neutral,5,65,Amendment,v3.4,GER,Asia,Government Portal,AI Commission,2024-03-30,2024-09-14,2025-09-30,36,High,69,3,Closed,2025-07-13,2024-07-09
2023,5,Brazil,South America,69,46,61,72,ChatGPT,48,0.817,Yes,74,39,No,7,AIP-03733,AI Framework 8,Guidance,Transparency,Draft,2018,3,54,46,Strong,Low,80,2148,Supportive,0,61,New Policy,v2.7,BRA,Oceania,Legal Database,Digital Affairs Agency,2018-05-13,2018-08-12,2020-02-03,75,Medium,97,2,Open,2020-04-30,2018-07-26
2019,6,United States,North America,89,69,68,123,Khanmigo,49,0.641,No,99,50,Yes,8,AIP-03734,AI Framework 9,Guidance,Ethics,Active,2025,4,73,68,Moderate,Low,40,4056,Supportive,1,82,No Alert,v2.1,UNI,Europe,Legal Database,Ministry of Technology,2025-08-02,2025-09-03,2027-04-28,95,High,70,7,Under Review,2026-10-12,2025-08-03
2022,2,Nigeria,Africa,60,52,50,68,ChatGPT,79,0.538,No,74,34,No,0,AIP-03735,AI Framework 10,Strategy,Governance,Active,2019,3,51,50,Moderate,Medium,40,3627,Supportive,5,63,No Alert,v1.9,NIG,Africa,Regulatory Authority,Digital Affairs Agency,2019-04-07,2019-06-16,2021-02-10,74,Low,55,37,Under Review,2020-04-03,2019-05-30
2019,3,Brazil,South America,64,46,49,64,Microsoft Copilot,85,0.768,Yes,75,47,Yes,2,AIP-03736,AI Framework 11,Legislation,Data Privacy,Active,2026,6,47,55,Moderate,Low,78,693,Supportive,0,35,Amendment,v1.2,BRA,North America,Legal Database,AI Commission,2026-09-11,2027-01-24,2029-01-26,37,Low,72,46,Open,2028-03-21,2026-12-11
2021,12,China,Asia,67,62,52,113,Google Gemini,88,0.623,No,68,50,Yes,3,AIP-03737,AI Framework 12,Guidance,Ethics,Active,2026,5,53,60,Strong,Medium,68,4241,Supportive,1,61,No Alert,v1.7,CHI,North America,Government Portal,AI Commission,2026-09-14,2026-10-23,2028-06-14,84,High,89,13,Open,2027-06-30,2026-11-04
2023,12,Germany,Europe,45,43,47,25,Google Gemini,70,0.632,Yes,51,25,No,9,AIP-03738,AI Framework 13,Regulation,Governance,Active,2026,1,59,67,Moderate,Medium,71,3542,Restrictive,3,52,Amendment,v2.6,GER,Oceania,Legal Database,Data Protection Authority,2026-06-03,2026-11-02,2029-01-26,56,Medium,57,31,Closed,2026-09-10,2026-07-20
2021,3,Pakistan,Asia,61,45,47,98,Khanmigo,67,0.815,No,65,33,Yes,9,AIP-03739,AI Framework 14,Legislation,Governance,Active,2023,7,64,71,Weak,High,73,4288,Neutral,3,76,Amendment,v1.5,PAK,Africa,Regulatory Authority,Data Protection Authority,2023-09-02,2023-10-26,2026-03-19,99,Medium,94,12,Under Review,2025-06-19,2023-12-09
2022,5,Brazil,South America,71,47,56,95,Microsoft Copilot,65,0.961,Yes,75,64,Yes,1,AIP-03740,AI Framework 15,Guidance,Ethics,Draft,2026,7,69,72,Weak,Low,71,3958,Restrictive,4,70,No Alert,v2.8,BRA,Europe,AI Ethics Board,Data Protection Authority,2026-05-02,2026-09-22,2028-03-12,24,High,91,28,Open,2026-07-19,2026-06-28
2022,3,Germany,Europe,55,47,55,68,Khanmigo,58,0.935,Yes,67,37,Yes,1,AIP-03741,AI Framework 16,Regulation,Ethics,Active,2025,7,48,44,Strong,Medium,64,4676,Supportive,7,61,No Alert,v3.6,GER,Africa,AI Ethics Board,Ministry of Technology,2025-01-09,2025-03-07,2026-01-11,30,Low,73,15,Open,2025-12-01,2025-03-04
2024,7,Nigeria,Africa,85,67,59,108,Google Gemini,78,0.944,Yes,88,45,Yes,1,AIP-03742,AI Framework 17,Guidance,Governance,Draft,2023,10,50,52,Strong,Low,62,2728,Supportive,3,47,Amendment,v3.7,NIG,Asia,Government Portal,Digital Affairs Agency,2023-12-23,2024-05-26,2026-08-21,27,Medium,88,42,Closed,2024-12-22,2024-01-13
2020,5,India,Asia,57,44,44,70,Google Gemini,58,0.841,No,57,50,No,11,AIP-03743,AI Framework 18,Strategy,Transparency,Active,2026,8,73,73,Moderate,Low,82,352,Restrictive,2,67,No Alert,v1.5,IND,Oceania,Government Portal,AI Commission,2026-03-03,2026-08-23,2028-10-02,48,High,95,8,Closed,2027-04-03,2026-05-26
2017,3,Australia,Oceania,50,38,48,75,Khanmigo,49,0.459,Yes,53,33,No,1,AIP-03744,AI Framework 19,Regulation,Ethics,Active,2021,7,55,64,Weak,Low,47,1416,Supportive,1,65,No Alert,v3.7,AUS,Europe,Legal Database,Data Protection Authority,2021-02-15,2021-05-15,2023-10-21,92,Low,60,3,Closed,2021-06-27,2021-04-18
2021,12,Canada,North America,62,51,42,64,Microsoft Copilot,55,0.657,No,68,37,No,6,AIP-03745,AI Framework 20,Guidance,Transparency,Active,2025,3,48,47,Moderate,Medium,46,773,Supportive,7,44,No Alert,v3.0,CAN,Oceania,Regulatory Authority,Ministry of Technology,2025-06-04,2025-10-15,2028-02-21,9,Medium,77,1,Under Review,2026-06-05,2025-09-21
2025,11,Canada,North America,96,59,68,95,Khanmigo,87,0.751,No,100,56,No,8,AIP-03746,AI Framework 21,Legislation,Ethics,Active,2026,5,75,80,Moderate,Low,39,1210,Neutral,1,84,No Alert,v3.6,CAN,Africa,AI Ethics Board,AI Commission,2026-10-05,2027-01-02,2028-12-29,41,High,80,41,Under Review,2027-03-13,2026-11-25
2019,2,Germany,Europe,35,27,29,53,Khanmigo,69,0.539,No,41,29,No,10,AIP-03747,AI Framework 22,Regulation,Data Privacy,Active,2023,5,56,49,Moderate,High,87,2883,Restrictive,0,42,No Alert,v1.8,GER,South America,AI Ethics Board,Digital Affairs Agency,2023-05-13,2023-08-24,2025-10-21,30,Low,77,14,Under Review,2024-04-08,2023-07-16
2022,4,Pakistan,Asia,66,43,45,120,Khanmigo,96,0.79,Yes,66,60,Yes,3,AIP-03748,AI Framework 23,Regulation,Transparency,Active,2019,10,75,79,Weak,Medium,20,4872,Neutral,4,81,No Alert,v3.6,PAK,Oceania,AI Ethics Board,Data Protection Authority,2019-01-08,2019-06-27,2020-05-04,20,Low,91,5,Under Review,2019-06-01,2019-05-05
2023,11,Brazil,South America,59,55,51,72,Google Gemini,52,0.835,No,62,30,No,6,AIP-03749,AI Framework 24,Strategy,Data Privacy,Active,2019,5,73,72,Moderate,High,36,3825,Restrictive,5,86,No Alert,v3.8,BRA,Asia,Government Portal,Digital Affairs Agency,2019-06-11,2019-07-04,2021-09-23,47,Medium,96,46,Under Review,2020-08-08,2019-09-08
2015,6,Germany,Europe,60,36,51,57,Microsoft Copilot,85,0.648,No,67,52,No,11,AIP-03750,AI Framework 25,Legislation,Transparency,Active,2019,7,72,71,Moderate,Low,31,2212,Neutral,0,65,No Alert,v2.9,GER,Asia,Regulatory Authority,Ministry of Technology,2019-05-27,2019-11-05,2022-03-04,61,Medium,96,23,Closed,2020-12-24,2019-07-26
2019,7,United Kingdom,Europe,43,26,31,36,ChatGPT,59,0.721,No,43,24,Yes,9,AIP-03751,AI Framework 1,Regulation,Ethics,Active,2022,6,60,65,Strong,Low,50,2477,Restrictive,5,75,No Alert,v2.1,UNI,Africa,Government Portal,Ministry of Technology,2022-10-04,2022-11-23,2025-05-17,70,Medium,72,24,Closed,2023-06-15,2022-11-02
2017,4,Canada,North America,60,58,41,61,Khanmigo,72,0.539,No,66,32,Yes,8,AIP-03752,AI Framework 2,Regulation,Ethics,Active,2021,1,68,68,Weak,Medium,37,2618,Neutral,3,53,No Alert,v1.6,CAN,Africa,AI Ethics Board,AI Commission,2021-08-12,2021-12-19,2024-03-02,43,High,80,47,Under Review,2022-05-11,2021-09-05
2021,10,United Kingdom,Europe,73,51,64,63,Google Gemini,47,0.834,No,78,50,No,6,AIP-03753,AI Framework 3,Guidance,Education,Active,2025,10,74,65,Strong,Low,60,2082,Supportive,6,62,Amendment,v1.8,UNI,Asia,Government Portal,AI Commission,2025-03-20,2025-08-18,2027-07-19,42,Medium,80,18,Open,2025-12-02,2025-03-30
2025,11,Canada,North America,93,61,78,111,ChatGPT,98,0.706,Yes,100,47,Yes,3,AIP-03754,AI Framework 4,Legislation,Data Privacy,Draft,2020,7,49,47,Moderate,Medium,99,3010,Neutral,0,43,No Alert,v3.0,CAN,North America,AI Ethics Board,Ministry of Technology,2020-05-13,2020-09-23,2021-12-18,76,Medium,94,25,Open,2021-06-25,2020-08-30
2020,10,Brazil,South America,80,66,67,71,ChatGPT,60,0.56,Yes,80,66,Yes,8,AIP-03755,AI Framework 5,Legislation,Education,Active,2019,3,41,51,Moderate,High,54,4711,Supportive,7,35,No Alert,v1.1,BRA,Asia,Regulatory Authority,Digital Affairs Agency,2019-10-12,2020-04-05,2021-03-09,71,Low,95,25,Under Review,2021-09-19,2019-11-10
2017,4,Nigeria,Africa,56,42,37,34,Google Gemini,89,0.629,No,67,31,Yes,3,AIP-03756,AI Framework 6,Regulation,Transparency,Draft,2023,1,51,60,Strong,Medium,98,548,Supportive,6,54,No Alert,v3.2,NIG,North America,Regulatory Authority,Data Protection Authority,2023-06-07,2023-08-15,2024-09-05,99,Low,91,50,Closed,2024-05-13,2023-09-01
2025,5,China,Asia,100,65,77,114,Khanmigo,87,0.701,No,100,57,Yes,1,AIP-03757,AI Framework 7,Legislation,Governance,Active,2019,10,62,64,Moderate,High,45,1812,Supportive,5,73,No Alert,v3.8,CHI,Africa,AI Ethics Board,Digital Affairs Agency,2019-12-24,2020-06-14,2022-03-16,13,Medium,69,16,Open,2020-08-18,2020-02-22
2017,3,Nigeria,Africa,74,45,45,102,Microsoft Copilot,52,0.45,Yes,85,45,No,4,AIP-03758,AI Framework 8,Strategy,Governance,Active,2026,4,59,62,Weak,Low,82,452,Neutral,4,47,No Alert,v2.9,NIG,South America,Legal Database,Ministry of Technology,2026-11-11,2027-03-29,2028-07-25,86,Medium,100,41,Closed,2027-10-26,2027-02-22
2019,12,Brazil,South America,66,40,44,97,Microsoft Copilot,83,0.72,Yes,80,45,Yes,6,AIP-03759,AI Framework 9,Regulation,Education,Active,2018,1,42,37,Moderate,Medium,31,4261,Supportive,5,50,No Alert,v2.9,BRA,North America,Legal Database,Ministry of Technology,2018-02-04,2018-07-05,2019-05-09,84,High,82,45,Closed,2019-11-20,2018-05-16
2016,4,Pakistan,Asia,55,50,52,50,Microsoft Copilot,85,0.73,Yes,65,30,No,6,AIP-03760,AI Framework 10,Regulation,Data Privacy,Active,2022,7,60,66,Strong,Medium,69,1030,Supportive,1,70,No Alert,v3.4,PAK,Africa,AI Ethics Board,Data Protection Authority,2022-09-02,2022-09-20,2024-12-16,60,Low,99,16,Open,2023-12-18,2022-10-18
2016,1,Australia,Oceania,76,57,56,98,Khanmigo,69,0.647,No,91,52,Yes,0,AIP-03761,AI Framework 11,Strategy,Education,Active,2026,1,46,48,Moderate,Medium,80,3283,Neutral,7,49,No Alert,v1.6,AUS,South America,AI Ethics Board,AI Commission,2026-04-12,2026-10-06,2027-12-21,35,Medium,60,39,Open,2026-10-14,2026-06-07
2024,2,Canada,North America,72,55,69,55,Microsoft Copilot,89,0.576,Yes,81,47,No,5,AIP-03762,AI Framework 12,Legislation,Data Privacy,Active,2022,3,58,48,Moderate,Medium,74,373,Supportive,6,73,New Policy,v3.1,CAN,Oceania,Regulatory Authority,Digital Affairs Agency,2022-02-05,2022-03-09,2024-07-05,75,High,62,9,Closed,2022-05-10,2022-03-01
2018,9,Nigeria,Africa,63,53,57,66,Google Gemini,93,0.969,No,72,52,No,11,AIP-03763,AI Framework 13,Strategy,Education,Active,2025,9,60,69,Moderate,Medium,95,2410,Restrictive,6,47,Amendment,v1.9,NIG,Asia,Legal Database,Digital Affairs Agency,2025-08-05,2025-10-27,2027-12-17,19,Medium,90,15,Open,2027-04-28,2025-11-17
2024,12,India,Asia,100,75,71,89,Khanmigo,84,0.477,Yes,100,51,Yes,5,AIP-03764,AI Framework 14,Guidance,Governance,Active,2021,1,62,69,Moderate,High,68,4497,Restrictive,3,69,Amendment,v1.9,IND,Asia,Government Portal,Digital Affairs Agency,2021-03-07,2021-05-30,2023-05-21,46,High,67,10,Under Review,2023-02-22,2021-06-25
2025,12,Brazil,South America,77,57,50,89,ChatGPT,48,0.615,No,93,57,No,8,AIP-03765,AI Framework 15,Guidance,Ethics,Draft,2024,8,54,45,Weak,Low,67,4764,Supportive,1,51,No Alert,v1.5,BRA,North America,Government Portal,Digital Affairs Agency,2024-04-18,2024-10-12,2026-02-03,58,Medium,79,27,Under Review,2024-08-30,2024-07-02
2024,3,United States,North America,100,75,86,118,Microsoft Copilot,52,0.823,No,100,94,No,4,AIP-03766,AI Framework 16,Regulation,Transparency,Draft,2024,7,54,52,Strong,Low,72,782,Supportive,4,51,No Alert,v1.1,UNI,Europe,Legal Database,AI Commission,2024-06-03,2024-10-17,2026-08-17,72,Medium,83,29,Under Review,2025-05-12,2024-08-23
2023,10,Nigeria,Africa,100,72,72,140,Google Gemini,53,0.474,No,100,63,No,2,AIP-03767,AI Framework 17,Regulation,Data Privacy,Active,2022,4,64,69,Moderate,Low,48,3323,Supportive,4,67,Amendment,v1.9,NIG,Asia,Legal Database,Ministry of Technology,2022-08-11,2022-11-23,2023-08-17,98,Low,85,27,Closed,2023-10-19,2022-09-01
2017,10,Canada,North America,77,67,54,91,ChatGPT,79,0.837,Yes,87,66,Yes,7,AIP-03768,AI Framework 18,Guidance,Education,Active,2018,3,66,71,Moderate,Low,37,1171,Supportive,2,75,New Policy,v1.8,CAN,Africa,Regulatory Authority,Digital Affairs Agency,2018-03-08,2018-03-24,2021-01-03,8,Medium,97,14,Open,2018-08-10,2018-05-20
2016,6,Germany,Europe,47,45,41,50,ChatGPT,69,0.918,Yes,52,27,Yes,9,AIP-03769,AI Framework 19,Regulation,Governance,Draft,2026,5,69,62,Moderate,Medium,93,3661,Supportive,7,68,No Alert,v2.9,GER,Europe,AI Ethics Board,Ministry of Technology,2026-09-12,2027-01-14,2028-06-12,35,Low,67,41,Open,2027-10-08,2026-12-31
2019,4,Nigeria,Africa,72,71,54,90,Microsoft Copilot,65,0.547,No,79,55,No,5,AIP-03770,AI Framework 20,Strategy,Education,Draft,2018,6,52,42,Strong,Medium,99,2709,Restrictive,3,45,New Policy,v2.5,NIG,Asia,AI Ethics Board,AI Commission,2018-12-25,2019-05-24,2021-01-13,38,Medium,81,24,Under Review,2019-03-07,2019-01-23
2025,5,China,Asia,69,66,60,89,Microsoft Copilot,63,0.861,No,78,53,Yes,4,AIP-03771,AI Framework 21,Legislation,Governance,Active,2021,9,55,65,Weak,Low,95,4001,Restrictive,7,48,No Alert,v1.3,CHI,Oceania,Government Portal,Digital Affairs Agency,2021-06-27,2021-08-30,2024-02-17,20,Low,84,48,Under Review,2021-10-29,2021-10-02
2024,11,Pakistan,Asia,55,39,49,32,Khanmigo,98,0.894,Yes,67,51,No,12,AIP-03772,AI Framework 22,Strategy,Education,Active,2023,3,51,59,Weak,High,81,4486,Restrictive,7,65,Amendment,v2.3,PAK,Africa,AI Ethics Board,Digital Affairs Agency,2023-04-11,2023-07-05,2024-11-21,54,Low,83,25,Open,2024-10-23,2023-07-14
2017,1,India,Asia,61,56,49,85,ChatGPT,72,0.603,No,63,36,No,0,AIP-03773,AI Framework 23,Legislation,Education,Repealed,2024,6,58,63,Moderate,High,38,1802,Restrictive,0,55,No Alert,v1.4,IND,Africa,Government Portal,Data Protection Authority,2024-04-25,2024-09-24,2026-05-05,92,High,76,32,Closed,2024-06-12,2024-08-06
2025,3,Pakistan,Asia,76,52,49,108,Khanmigo,93,0.975,No,85,54,No,3,AIP-03774,AI Framework 24,Guidance,Ethics,Active,2022,7,44,47,Weak,Medium,38,292,Restrictive,1,40,Amendment,v3.9,PAK,North America,Regulatory Authority,Data Protection Authority,2022-06-27,2022-12-16,2024-11-19,57,Medium,79,11,Under Review,2023-02-07,2022-10-22
2016,6,Germany,Europe,57,42,52,35,Microsoft Copilot,46,0.921,No,68,29,Yes,12,AIP-03775,AI Framework 25,Legislation,Governance,Draft,2021,1,55,59,Weak,Medium,45,1620,Neutral,3,57,No Alert,v2.1,GER,Asia,Government Portal,Ministry of Technology,2021-12-26,2022-02-28,2023-09-15,79,Low,56,48,Closed,2023-09-01,2022-03-13
2024,6,Nigeria,Africa,63,43,53,92,Microsoft Copilot,95,0.588,No,74,57,Yes,2,AIP-03776,AI Framework 1,Regulation,Transparency,Active,2021,9,46,45,Weak,Low,61,1119,Supportive,4,52,No Alert,v1.6,NIG,North America,Legal Database,Data Protection Authority,2021-10-17,2022-03-13,2024-04-12,73,Medium,82,16,Under Review,2023-01-25,2022-01-03
2023,10,Canada,North America,42,41,44,91,ChatGPT,90,0.915,No,48,25,No,2,AIP-03777,AI Framework 2,Strategy,Governance,Draft,2026,10,59,63,Weak,Medium,39,666,Restrictive,0,45,No Alert,v3.9,CAN,Europe,AI Ethics Board,Ministry of Technology,2026-01-03,2026-05-16,2028-12-10,92,Low,83,17,Under Review,2026-07-14,2026-03-09
2021,9,China,Asia,60,44,42,69,Khanmigo,48,0.48,No,70,37,Yes,1,AIP-03778,AI Framework 3,Legislation,Governance,Draft,2021,1,70,66,Moderate,Medium,83,3600,Neutral,1,55,No Alert,v2.2,CHI,Africa,Regulatory Authority,AI Commission,2021-09-14,2021-10-01,2024-08-10,20,Medium,77,26,Open,2022-02-03,2021-10-25
2017,7,Nigeria,Africa,44,30,35,39,Khanmigo,54,0.751,Yes,51,31,Yes,10,AIP-03779,AI Framework 4,Regulation,Ethics,Active,2025,3,75,66,Weak,Low,26,4517,Restrictive,6,77,No Alert,v1.5,NIG,Africa,Regulatory Authority,AI Commission,2025-04-22,2025-06-22,2027-12-04,62,Low,68,46,Under Review,2026-09-15,2025-08-15
2017,3,India,Asia,56,54,50,24,Google Gemini,81,0.832,No,65,30,Yes,11,AIP-03780,AI Framework 5,Legislation,Governance,Active,2018,8,56,52,Moderate,Medium,93,2619,Restrictive,3,60,New Policy,v1.7,IND,North America,Regulatory Authority,Ministry of Technology,2018-08-03,2019-01-26,2020-12-14,39,Medium,96,48,Under Review,2020-03-18,2018-08-12
2024,8,United States,North America,72,62,60,66,ChatGPT,66,0.599,No,79,53,No,6,AIP-03781,AI Framework 6,Legislation,Transparency,Draft,2023,9,42,38,Strong,Medium,56,2687,Neutral,4,42,No Alert,v2.5,UNI,North America,Regulatory Authority,Digital Affairs Agency,2023-04-13,2023-08-07,2025-07-01,31,Low,81,22,Open,2023-09-26,2023-06-30
2019,9,Pakistan,Asia,37,22,23,74,Microsoft Copilot,70,0.638,Yes,44,19,Yes,4,AIP-03782,AI Framework 7,Regulation,Governance,Active,2024,2,48,44,Weak,Low,51,2992,Restrictive,4,42,Amendment,v3.5,PAK,Asia,AI Ethics Board,AI Commission,2024-06-24,2024-11-20,2025-11-26,66,Medium,88,15,Closed,2025-11-24,2024-08-24
2018,9,United Kingdom,Europe,46,41,34,40,Microsoft Copilot,78,0.505,No,46,35,No,5,AIP-03783,AI Framework 8,Regulation,Ethics,Active,2024,10,43,42,Weak,Medium,56,4497,Neutral,7,52,No Alert,v2.7,UNI,North America,AI Ethics Board,Data Protection Authority,2024-05-26,2024-07-05,2025-12-17,71,Medium,88,38,Closed,2025-04-10,2024-09-01
2024,2,China,Asia,67,42,43,42,Khanmigo,85,0.726,Yes,74,57,No,7,AIP-03784,AI Framework 9,Strategy,Transparency,Draft,2021,4,67,59,Strong,Medium,59,133,Supportive,0,55,No Alert,v1.1,CHI,South America,Legal Database,Data Protection Authority,2021-03-09,2021-06-11,2023-07-27,74,Low,83,50,Open,2022-05-16,2021-06-18
2023,5,Australia,Oceania,76,70,56,86,Khanmigo,63,0.623,Yes,81,39,Yes,10,AIP-03785,AI Framework 10,Guidance,Education,Active,2024,3,75,73,Moderate,Low,64,2657,Neutral,4,79,No Alert,v2.7,AUS,Europe,Regulatory Authority,Ministry of Technology,2024-07-04,2024-11-10,2025-07-05,49,Medium,73,44,Closed,2026-01-28,2024-07-31
2025,5,Germany,Europe,88,77,64,116,Microsoft Copilot,69,0.615,No,100,46,Yes,5,AIP-03786,AI Framework 11,Legislation,Data Privacy,Active,2022,4,59,58,Moderate,Low,45,4340,Neutral,0,57,Amendment,v2.9,GER,Africa,AI Ethics Board,AI Commission,2022-03-13,2022-06-12,2023-11-29,84,Low,95,39,Open,2023-09-15,2022-05-08
2016,12,United Kingdom,Europe,63,48,48,52,Khanmigo,61,0.48,Yes,76,40,Yes,3,AIP-03787,AI Framework 12,Regulation,Governance,Repealed,2023,7,46,39,Moderate,Low,44,852,Supportive,0,42,New Policy,v3.1,UNI,Africa,Government Portal,AI Commission,2023-01-09,2023-04-02,2025-05-31,29,Medium,54,43,Open,2023-03-18,2023-01-30
2021,8,China,Asia,48,30,39,35,Microsoft Copilot,56,0.678,No,50,41,Yes,8,AIP-03788,AI Framework 13,Legislation,Transparency,Repealed,2026,3,40,39,Strong,Medium,50,2914,Supportive,3,28,No Alert,v2.0,CHI,Oceania,Legal Database,AI Commission,2026-08-22,2026-11-19,2029-02-12,48,Medium,93,49,Open,2026-12-26,2026-09-09
2019,3,China,Asia,23,20,18,33,Microsoft Copilot,71,0.676,Yes,25,15,Yes,4,AIP-03789,AI Framework 14,Regulation,Transparency,Active,2024,6,75,79,Weak,Low,32,87,Restrictive,7,80,No Alert,v3.0,CHI,Europe,AI Ethics Board,Ministry of Technology,2024-08-28,2025-01-03,2027-04-13,30,Low,97,44,Under Review,2025-05-10,2024-12-10
2015,12,Canada,North America,38,24,26,30,Khanmigo,73,0.839,Yes,40,33,Yes,8,AIP-03790,AI Framework 15,Guidance,Data Privacy,Active,2024,1,51,49,Weak,Low,38,4180,Neutral,3,41,No Alert,v1.7,CAN,Europe,Government Portal,Ministry of Technology,2024-09-20,2024-12-25,2027-06-22,60,High,81,11,Closed,2025-05-06,2024-12-31
2021,2,Australia,Oceania,87,67,68,74,Google Gemini,99,0.968,Yes,100,45,No,11,AIP-03791,AI Framework 16,Legislation,Data Privacy,Active,2026,2,44,34,Strong,High,53,3292,Supportive,5,45,No Alert,v2.3,AUS,Africa,Government Portal,Ministry of Technology,2026-05-24,2026-10-24,2028-11-12,32,Medium,96,3,Closed,2026-09-27,2026-06-11
2024,3,Australia,Oceania,89,56,63,89,Microsoft Copilot,98,0.613,Yes,100,61,Yes,3,AIP-03792,AI Framework 17,Guidance,Data Privacy,Active,2019,8,46,50,Weak,High,22,4820,Neutral,7,58,New Policy,v2.4,AUS,Africa,Regulatory Authority,Ministry of Technology,2019-05-04,2019-10-13,2021-03-10,49,High,76,15,Under Review,2021-02-27,2019-07-14
2017,3,India,Asia,67,43,56,90,Microsoft Copilot,68,0.934,No,74,54,No,3,AIP-03793,AI Framework 18,Legislation,Education,Draft,2023,4,49,51,Moderate,Medium,54,1534,Restrictive,0,57,No Alert,v3.7,IND,North America,Legal Database,Digital Affairs Agency,2023-01-11,2023-01-27,2025-09-14,33,Medium,100,23,Closed,2023-03-17,2023-04-15
